"","Indicator","Value","entity"
"15690","I106_transparency",51,"Senegal"
"15691","I107_judicial_independence",3.2,"Senegal"
"15692","I108_challenging_regulations",3.7,"Senegal"
"15693","I09_press_freedom",25.8,"Senegal"
"15694","Sub4_Public_Sector",NA,"Senegal"
"15695","I110_gov_burden",3.7,"Senegal"
"15696","I111_settling_disputes",4.4,"Senegal"
"15697","I112_e_participation",0.51,"Senegal"
"15698","Sub5_Transparency",NA,"Senegal"
"15699","I113_corruption",45,"Senegal"
"15700","I114_property_rights",NA,"Senegal"
"15701","I114_property_rights",4.3,"Senegal"
"15702","I115_intellectual_property_protection",4.4,"Senegal"
"15703","I116_land_administration",10,"Senegal"
"15704","Sub6_Corporate_Governance",NA,"Senegal"
"15705","I117_auditing_accounting_standards",4.3,"Senegal"
"15706","I118_interest_conflict_regulation",4.7,"Senegal"
"15707","I119_shareholder_governance",3.7,"Senegal"
"15708","Sub7_Government_Orientation",NA,"Senegal"
"15709","I120_policy_stability",4.5,"Senegal"
"15710","I121_response_to_change",4.1,"Senegal"
"15711","I122_digital_business_laws",3.9,"Senegal"
"15712","I123_gov_long_term_vision",4.4,"Senegal"
"15713","I124_energy_regulations",23.2,"Senegal"
"15714","I125_renewable_energy",46.1,"Senegal"
"15715","I126_environment_treaties",24,"Senegal"
"15716","P2_infrastructure",NA,"Senegal"
"15717","Sub8_Transport_Infrastructure",NA,"Senegal"
"15718","I201_road_connectivity",72.9,"Senegal"
"15719","I202_quality_of_roads",4.1,"Senegal"
"15720","I203_railroad_density",3.7,"Senegal"
"15721","I204_train_efficiency",2.9,"Senegal"
"15722","I205_airport_connectivity",7655.2,"Senegal"
"15723","I206_air_transport_efficiency",4.5,"Senegal"
"15724","I207_shipping_connectivity",14.4,"Senegal"
"15725","I208_seaport_efficiency",4,"Senegal"
"15726","Sub9_Utility_Infrastructure",NA,"Senegal"
"15727","I209_electricity_access",65.2,"Senegal"
"15728","I210_electricity_supply",15,"Senegal"
"15729","I211_unsafe_drinking_water",48.9,"Senegal"
"15730","I212_water_supply",3.7,"Senegal"
"15731","P3_ICT_adoption",NA,"Senegal"
"15732","I301_cellular_subscription",104.5,"Senegal"
"15733","I302_mobile_broadband",41.5,"Senegal"
"15734","I303_fixed_broadband",0.8,"Senegal"
"15735","I304_fibre_internet",0,"Senegal"
"15736","I305_internet_users",46,"Senegal"
"15737","P4_macro_stability",NA,"Senegal"
"15738","I401_inflation",0.9,"Senegal"
"15739","I402_debt_dynamic",40,"Senegal"
"15740","P5_health",NA,"Senegal"
"15741","I501_healthy_life_expectancy",58.8,"Senegal"
"15742","P6_skills",NA,"Senegal"
"15743","Sub10_Workforce",NA,"Senegal"
"15744","I601_years_of_schooling",2.8,"Senegal"
"15745","Sub11_Workforce_Skills",NA,"Senegal"
"15746","I602_staff_training",3.6,"Senegal"
"15747","I603_vocational_training",4.6,"Senegal"
"15748","I604_graduates_skillset",4.2,"Senegal"
"15749","I605_digital_skills",4.2,"Senegal"
"15750","I606_skilled_employees",4.8,"Senegal"
"15751","Sub12_Future_Workforce",NA,"Senegal"
"15752","I501_healthy_life_expectancy",9,"Senegal"
"15753","Sub13_Future_Workforce_Skills",NA,"Senegal"
"15754","I608_critical_thinking",3.4,"Senegal"
"15755","I609_pupil_teacher_ratio",32.8,"Senegal"
"15756","P7_product_market",NA,"Senegal"
"15757","Sub14_Domestic_Competition",NA,"Senegal"
"15758","I701_distortive_taxes",3.7,"Senegal"
"15759","I702_market_dominance",3.8,"Senegal"
"15760","I703_competition_services",4.8,"Senegal"
"15761","Sub15_Trade_Openess",NA,"Senegal"
"15762","I704_non_tariff_barriers",4.3,"Senegal"
"15763","I705_trade_tariffs",10.19,"Senegal"
"15764","I706_tariffs_complexity",6.7,"Senegal"
"15765","I707_border_clearance",2.2,"Senegal"
"15766","P8_labour_market",NA,"Senegal"
"15767","Sub16_Flexibility",NA,"Senegal"
"15768","I801_redundancy_costs",14.8,"Senegal"
"15769","I802_hiring_firing_practices",3.4,"Senegal"
"15770","I803_labour_employer_relations",4.4,"Senegal"
"15771","I804_wage_flexibility",4.9,"Senegal"
"15772","I805_labour_market_policies",2.5,"Senegal"
"15773","I806_workers_rights",69,"Senegal"
"15774","I807_foreign_labour_hiring",4.7,"Senegal"
"15775","I808_internal_labour_mobility",4.8,"Senegal"
"15776","Sub17_Meritocracy",NA,"Senegal"
"15777","I809_reliance_on_management",3.7,"Senegal"
"15778","I810_pay_productivity",3.4,"Senegal"
"15779","I811_gender_pay_gap",0.42,"Senegal"
"15780","I812_labour_tax",23.6,"Senegal"
"15781","P9_financial_system",NA,"Senegal"
"15782","Sub18_Depth",NA,"Senegal"
"15783","I901_credit_to_private_sector",28.2,"Senegal"
"15784","I902_financing_SME",3.6,"Senegal"
"15785","I903_venture_capital",2.6,"Senegal"
"15786","I904_market_capitalization",5.7,"Senegal"
"15787","I905_insurance_premium",1.2,"Senegal"
"15788","Sub19_Stability",NA,"Senegal"
"15789","I906_banks_soundness",4.7,"Senegal"
"15790","I907_non_performing_loans",13.6,"Senegal"
"15791","I908_credit_gap",0,"Senegal"
"15792","I909_regulatory_capital",13.6,"Senegal"
"15793","P10_market_size",NA,"Senegal"
"15794","I1001_GDP_PPP",53,"Senegal"
"15795","I1002_imports",39.3,"Senegal"
"15796","P11_dynamism",NA,"Senegal"
"15797","Sub20_Administrative_Requirements",NA,"Senegal"
"15798","I1101_starting_business_cost",32,"Senegal"
"15799","I1102_starting_business_time",6,"Senegal"
"15800","I1103_insolvency_recovery_rate",30.1,"Senegal"
"15801","I1104_insolvency_regulations",9,"Senegal"
"15802","Sub21_Entrepreneurial_Culture",NA,"Senegal"
"15803","I1105_risk_attitudes",3.8,"Senegal"
"15804","I1106_delegating_authority",3.7,"Senegal"
"15805","I1107_innovating_companies",4.1,"Senegal"
"15806","I1108_disruptive_ideas",3.2,"Senegal"
"15807","P12_innovation",NA,"Senegal"
"15808","Sub22_Diversity",NA,"Senegal"
"15809","I1201_workforce_diversity",3.9,"Senegal"
"15810","I1202_cluster_development",3.5,"Senegal"
"15811","I1203_international_inventions",0.02,"Senegal"
"15812","I1204_stakeholder_collaboration",3.6,"Senegal"
"15813","Sub23_Research_Development",NA,"Senegal"
"15814","I1205_scientific_publications",112.3,"Senegal"
"15815","I1206_patents",0.02,"Senegal"
"15816","I1207_RnD_expenditures",0.8,"Senegal"
"15817","I1208_research_institutions",0,"Senegal"
"15818","Sub24_Commercialization",NA,"Senegal"
"15819","I1209_buyer_sophistication",2.7,"Senegal"
"15820","I1210_trademarks",306.7,"Senegal"
"15821","P1_institutions",NA,"Serbia"
"15822","Sub1_Security",NA,"Serbia"
"15823","I101_organized_crime",4.1,"Serbia"
"15824","I102_homicide",1.1,"Serbia"
"15825","I103_terrorism",99.9,"Serbia"
"15826","I104_police",4.1,"Serbia"
"15827","Sub2_Social_Capital",NA,"Serbia"
"15828","Sub2_Social_Capital",NA,"Serbia"
"15829","Sub3_Checks_Balances",NA,"Serbia"
"15830","I106_transparency",43,"Serbia"
"15831","I107_judicial_independence",3,"Serbia"
"15832","I108_challenging_regulations",3,"Serbia"
"15833","I09_press_freedom",31.2,"Serbia"
"15834","Sub4_Public_Sector",NA,"Serbia"
"15835","I110_gov_burden",3.1,"Serbia"
"15836","I111_settling_disputes",3.1,"Serbia"
"15837","I112_e_participation",0.81,"Serbia"
"15838","Sub5_Transparency",NA,"Serbia"
"15839","I113_corruption",39,"Serbia"
"15840","I114_property_rights",NA,"Serbia"
"15841","I114_property_rights",3.9,"Serbia"
"15842","I115_intellectual_property_protection",3.7,"Serbia"
"15843","I116_land_administration",18,"Serbia"
"15844","Sub6_Corporate_Governance",NA,"Serbia"
"15845","I117_auditing_accounting_standards",4.2,"Serbia"
"15846","I118_interest_conflict_regulation",5,"Serbia"
"15847","I119_shareholder_governance",6.3,"Serbia"
"15848","Sub7_Government_Orientation",NA,"Serbia"
"15849","I120_policy_stability",3.6,"Serbia"
"15850","I121_response_to_change",3.7,"Serbia"
"15851","I122_digital_business_laws",3.6,"Serbia"
"15852","I123_gov_long_term_vision",3.6,"Serbia"
"15853","I124_energy_regulations",66.1,"Serbia"
"15854","I125_renewable_energy",52.9,"Serbia"
"15855","I126_environment_treaties",21,"Serbia"
"15856","P2_infrastructure",NA,"Serbia"
"15857","Sub8_Transport_Infrastructure",NA,"Serbia"
"15858","I201_road_connectivity",84.5,"Serbia"
"15859","I202_quality_of_roads",3.5,"Serbia"
"15860","I203_railroad_density",42.7,"Serbia"
"15861","I204_train_efficiency",2.6,"Serbia"
"15862","I205_airport_connectivity",27204.6,"Serbia"
"15863","I206_air_transport_efficiency",4.3,"Serbia"
"15864","I207_shipping_connectivity",NA,"Serbia"
"15865","I208_seaport_efficiency",3.1,"Serbia"
"15866","Sub9_Utility_Infrastructure",NA,"Serbia"
"15867","I209_electricity_access",100,"Serbia"
"15868","I210_electricity_supply",12.8,"Serbia"
"15869","I211_unsafe_drinking_water",5.3,"Serbia"
"15870","I212_water_supply",5.1,"Serbia"
"15871","P3_ICT_adoption",NA,"Serbia"
"15872","I301_cellular_subscription",97.6,"Serbia"
"15873","I302_mobile_broadband",60.7,"Serbia"
"15874","I303_fixed_broadband",16.8,"Serbia"
"15875","I304_fibre_internet",0.9,"Serbia"
"15876","I305_internet_users",73.4,"Serbia"
"15877","P4_macro_stability",NA,"Serbia"
"15878","I401_inflation",2.5,"Serbia"
"15879","I402_debt_dynamic",50,"Serbia"
"15880","P5_health",NA,"Serbia"
"15881","I501_healthy_life_expectancy",65.3,"Serbia"
"15882","P6_skills",NA,"Serbia"
"15883","Sub10_Workforce",NA,"Serbia"
"15884","I601_years_of_schooling",11.1,"Serbia"
"15885","Sub11_Workforce_Skills",NA,"Serbia"
"15886","I602_staff_training",3.6,"Serbia"
"15887","I603_vocational_training",3.9,"Serbia"
"15888","I604_graduates_skillset",4.1,"Serbia"
"15889","I605_digital_skills",4.1,"Serbia"
"15890","I606_skilled_employees",4.4,"Serbia"
"15891","Sub12_Future_Workforce",NA,"Serbia"
"15892","I501_healthy_life_expectancy",14.8,"Serbia"
"15893","Sub13_Future_Workforce_Skills",NA,"Serbia"
"15894","I608_critical_thinking",3.6,"Serbia"
"15895","I609_pupil_teacher_ratio",14.3,"Serbia"
"15896","P7_product_market",NA,"Serbia"
"15897","Sub14_Domestic_Competition",NA,"Serbia"
"15898","I701_distortive_taxes",3.6,"Serbia"
"15899","I702_market_dominance",3.2,"Serbia"
"15900","I703_competition_services",4.7,"Serbia"
"15901","Sub15_Trade_Openess",NA,"Serbia"
"15902","I704_non_tariff_barriers",4.5,"Serbia"
"15903","I705_trade_tariffs",5.22,"Serbia"
"15904","I706_tariffs_complexity",6,"Serbia"
"15905","I707_border_clearance",2.6,"Serbia"
"15906","P8_labour_market",NA,"Serbia"
"15907","Sub16_Flexibility",NA,"Serbia"
"15908","I801_redundancy_costs",7.7,"Serbia"
"15909","I802_hiring_firing_practices",4,"Serbia"
"15910","I803_labour_employer_relations",4.1,"Serbia"
"15911","I804_wage_flexibility",5.1,"Serbia"
"15912","I805_labour_market_policies",3.5,"Serbia"
"15913","I806_workers_rights",69,"Serbia"
"15914","I807_foreign_labour_hiring",4.1,"Serbia"
"15915","I808_internal_labour_mobility",4.3,"Serbia"
"15916","Sub17_Meritocracy",NA,"Serbia"
"15917","I809_reliance_on_management",3.7,"Serbia"
"15918","I810_pay_productivity",4,"Serbia"
"15919","I811_gender_pay_gap",0.83,"Serbia"
"15920","I812_labour_tax",20.2,"Serbia"
"15921","P9_financial_system",NA,"Serbia"
"15922","Sub18_Depth",NA,"Serbia"
"15923","I901_credit_to_private_sector",43.3,"Serbia"
"15924","I902_financing_SME",3.9,"Serbia"
"15925","I903_venture_capital",3.2,"Serbia"
"15926","I904_market_capitalization",13.2,"Serbia"
"15927","I905_insurance_premium",1.8,"Serbia"
"15928","Sub19_Stability",NA,"Serbia"
"15929","I906_banks_soundness",4.7,"Serbia"
"15930","I907_non_performing_loans",9.8,"Serbia"
"15931","I908_credit_gap",-4.8,"Serbia"
"15932","I909_regulatory_capital",21.8,"Serbia"
"15933","P10_market_size",NA,"Serbia"
"15934","I1001_GDP_PPP",109,"Serbia"
"15935","I1002_imports",62.4,"Serbia"
"15936","P11_dynamism",NA,"Serbia"
"15937","Sub20_Administrative_Requirements",NA,"Serbia"
"15938","I1101_starting_business_cost",2.2,"Serbia"
"15939","I1102_starting_business_time",5.5,"Serbia"
"15940","I1103_insolvency_recovery_rate",34.5,"Serbia"
"15941","I1104_insolvency_regulations",13.5,"Serbia"
"15942","Sub21_Entrepreneurial_Culture",NA,"Serbia"
"15943","I1105_risk_attitudes",3.7,"Serbia"
"15944","I1106_delegating_authority",4.2,"Serbia"
"15945","I1107_innovating_companies",4,"Serbia"
"15946","I1108_disruptive_ideas",3.5,"Serbia"
"15947","P12_innovation",NA,"Serbia"
"15948","Sub22_Diversity",NA,"Serbia"
"15949","I1201_workforce_diversity",4.7,"Serbia"
"15950","I1202_cluster_development",3.4,"Serbia"
"15951","I1203_international_inventions",1.08,"Serbia"
"15952","I1204_stakeholder_collaboration",3.6,"Serbia"
"15953","Sub23_Research_Development",NA,"Serbia"
"15954","I1205_scientific_publications",180.3,"Serbia"
"15955","I1206_patents",2.49,"Serbia"
"15956","I1207_RnD_expenditures",0.9,"Serbia"
"15957","I1208_research_institutions",0.02,"Serbia"
"15958","Sub24_Commercialization",NA,"Serbia"
"15959","I1209_buyer_sophistication",2.7,"Serbia"
"15960","I1210_trademarks",702.51,"Serbia"
"15961","P1_institutions",NA,"Seychelles"
"15962","Sub1_Security",NA,"Seychelles"
"15963","I101_organized_crime",4.7,"Seychelles"
"15964","I102_homicide",12.7,"Seychelles"
"15965","I103_terrorism",100,"Seychelles"
"15966","I104_police",3.9,"Seychelles"
"15967","Sub2_Social_Capital",NA,"Seychelles"
"15968","Sub2_Social_Capital",NA,"Seychelles"
"15969","Sub3_Checks_Balances",NA,"Seychelles"
"15970","I106_transparency",NA,"Seychelles"
"15971","I107_judicial_independence",4.5,"Seychelles"
"15972","I108_challenging_regulations",4.2,"Seychelles"
"15973","I09_press_freedom",29.4,"Seychelles"
"15974","Sub4_Public_Sector",NA,"Seychelles"
"15975","I110_gov_burden",4.1,"Seychelles"
"15976","I111_settling_disputes",4.4,"Seychelles"
"15977","I112_e_participation",0.65,"Seychelles"
"15978","Sub5_Transparency",NA,"Seychelles"
"15979","I113_corruption",66,"Seychelles"
"15980","I114_property_rights",NA,"Seychelles"
"15981","I114_property_rights",4.7,"Seychelles"
"15982","I115_intellectual_property_protection",4.5,"Seychelles"
"15983","I116_land_administration",21,"Seychelles"
"15984","Sub6_Corporate_Governance",NA,"Seychelles"
"15985","I117_auditing_accounting_standards",4.7,"Seychelles"
"15986","I118_interest_conflict_regulation",5.7,"Seychelles"
"15987","I119_shareholder_governance",4.3,"Seychelles"
"15988","Sub7_Government_Orientation",NA,"Seychelles"
"15989","I120_policy_stability",4.8,"Seychelles"
"15990","I121_response_to_change",4.6,"Seychelles"
"15991","I122_digital_business_laws",4.4,"Seychelles"
"15992","I123_gov_long_term_vision",4.8,"Seychelles"
"15993","I124_energy_regulations",NA,"Seychelles"
"15994","I125_renewable_energy",NA,"Seychelles"
"15995","I126_environment_treaties",23,"Seychelles"
"15996","P2_infrastructure",NA,"Seychelles"
"15997","Sub8_Transport_Infrastructure",NA,"Seychelles"
"15998","I201_road_connectivity",NA,"Seychelles"
"15999","I202_quality_of_roads",4,"Seychelles"
"16000","I203_railroad_density",NA,"Seychelles"
"16001","I204_train_efficiency",NA,"Seychelles"
"16002","I205_airport_connectivity",8777,"Seychelles"
"16003","I206_air_transport_efficiency",4.4,"Seychelles"
"16004","I207_shipping_connectivity",8,"Seychelles"
"16005","I208_seaport_efficiency",4.4,"Seychelles"
"16006","Sub9_Utility_Infrastructure",NA,"Seychelles"
"16007","I209_electricity_access",99,"Seychelles"
"16008","I210_electricity_supply",NA,"Seychelles"
"16009","I211_unsafe_drinking_water",30,"Seychelles"
"16010","I212_water_supply",4.9,"Seychelles"
"16011","P3_ICT_adoption",NA,"Seychelles"
"16012","I301_cellular_subscription",184.3,"Seychelles"
"16013","I302_mobile_broadband",80.5,"Seychelles"
"16014","I303_fixed_broadband",20.3,"Seychelles"
"16015","I304_fibre_internet",NA,"Seychelles"
"16016","I305_internet_users",58.8,"Seychelles"
"16017","P4_macro_stability",NA,"Seychelles"
"16018","I401_inflation",3.3,"Seychelles"
"16019","I402_debt_dynamic",50,"Seychelles"
"16020","P5_health",NA,"Seychelles"
"16021","I501_healthy_life_expectancy",65,"Seychelles"
"16022","P6_skills",NA,"Seychelles"
"16023","Sub10_Workforce",NA,"Seychelles"
"16024","I601_years_of_schooling",11,"Seychelles"
"16025","Sub11_Workforce_Skills",NA,"Seychelles"
"16026","I602_staff_training",4.3,"Seychelles"
"16027","I603_vocational_training",4.3,"Seychelles"
"16028","I604_graduates_skillset",4.3,"Seychelles"
"16029","I605_digital_skills",4.6,"Seychelles"
"16030","I606_skilled_employees",4.1,"Seychelles"
"16031","Sub12_Future_Workforce",NA,"Seychelles"
"16032","I501_healthy_life_expectancy",15.5,"Seychelles"
"16033","Sub13_Future_Workforce_Skills",NA,"Seychelles"
"16034","I608_critical_thinking",4.3,"Seychelles"
"16035","I609_pupil_teacher_ratio",14,"Seychelles"
"16036","P7_product_market",NA,"Seychelles"
"16037","Sub14_Domestic_Competition",NA,"Seychelles"
"16038","I701_distortive_taxes",4.2,"Seychelles"
"16039","I702_market_dominance",4,"Seychelles"
"16040","I703_competition_services",4.7,"Seychelles"
"16041","Sub15_Trade_Openess",NA,"Seychelles"
"16042","I704_non_tariff_barriers",4.5,"Seychelles"
"16043","I705_trade_tariffs",1.59,"Seychelles"
"16044","I706_tariffs_complexity",5.1,"Seychelles"
"16045","I707_border_clearance",NA,"Seychelles"
"16046","P8_labour_market",NA,"Seychelles"
"16047","Sub16_Flexibility",NA,"Seychelles"
"16048","I801_redundancy_costs",11.9,"Seychelles"
"16049","I802_hiring_firing_practices",4.1,"Seychelles"
"16050","I803_labour_employer_relations",4.6,"Seychelles"
"16051","I804_wage_flexibility",4.5,"Seychelles"
"16052","I805_labour_market_policies",4.5,"Seychelles"
"16053","I806_workers_rights",NA,"Seychelles"
"16054","I807_foreign_labour_hiring",4.3,"Seychelles"
"16055","I808_internal_labour_mobility",4.3,"Seychelles"
"16056","Sub17_Meritocracy",NA,"Seychelles"
"16057","I809_reliance_on_management",4.7,"Seychelles"
"16058","I810_pay_productivity",4.2,"Seychelles"
"16059","I811_gender_pay_gap",NA,"Seychelles"
"16060","I812_labour_tax",2.3,"Seychelles"
"16061","P9_financial_system",NA,"Seychelles"
"16062","Sub18_Depth",NA,"Seychelles"
"16063","I901_credit_to_private_sector",27.3,"Seychelles"
"16064","I902_financing_SME",4.2,"Seychelles"
"16065","I903_venture_capital",3.4,"Seychelles"
"16066","I904_market_capitalization",20.7,"Seychelles"
"16067","I905_insurance_premium",1.8,"Seychelles"
"16068","Sub19_Stability",NA,"Seychelles"
"16069","I906_banks_soundness",4.6,"Seychelles"
"16070","I907_non_performing_loans",8.1,"Seychelles"
"16071","I908_credit_gap",3,"Seychelles"
"16072","I909_regulatory_capital",25.2,"Seychelles"
"16073","P10_market_size",NA,"Seychelles"
"16074","I1001_GDP_PPP",3,"Seychelles"
"16075","I1002_imports",115.2,"Seychelles"
"16076","P11_dynamism",NA,"Seychelles"
"16077","Sub20_Administrative_Requirements",NA,"Seychelles"
"16078","I1101_starting_business_cost",13.4,"Seychelles"
"16079","I1102_starting_business_time",32,"Seychelles"
"16080","I1103_insolvency_recovery_rate",38.9,"Seychelles"
"16081","I1104_insolvency_regulations",10,"Seychelles"
"16082","Sub21_Entrepreneurial_Culture",NA,"Seychelles"
"16083","I1105_risk_attitudes",4.5,"Seychelles"
"16084","I1106_delegating_authority",4.8,"Seychelles"
"16085","I1107_innovating_companies",4.1,"Seychelles"
"16086","I1108_disruptive_ideas",4.1,"Seychelles"
"16087","P12_innovation",NA,"Seychelles"
"16088","Sub22_Diversity",NA,"Seychelles"
"16089","I1201_workforce_diversity",5.3,"Seychelles"
"16090","I1202_cluster_development",4.2,"Seychelles"
"16091","I1203_international_inventions",1.23,"Seychelles"
"16092","I1204_stakeholder_collaboration",4,"Seychelles"
"16093","Sub23_Research_Development",NA,"Seychelles"
"16094","I1205_scientific_publications",55.3,"Seychelles"
"16095","I1206_patents",8.43,"Seychelles"
"16096","I1207_RnD_expenditures",0.2,"Seychelles"
"16097","I1208_research_institutions",0,"Seychelles"
"16098","Sub24_Commercialization",NA,"Seychelles"
"16099","I1209_buyer_sophistication",4.2,"Seychelles"
"16100","I1210_trademarks",11039.15,"Seychelles"
"16101","P1_institutions",NA,"Singapore"
"16102","Sub1_Security",NA,"Singapore"
"16103","I101_organized_crime",6.6,"Singapore"
"16104","I102_homicide",0.2,"Singapore"
"16105","I103_terrorism",100,"Singapore"
"16106","I104_police",6.5,"Singapore"
"16107","Sub2_Social_Capital",NA,"Singapore"
"16108","Sub2_Social_Capital",61.8,"Singapore"
"16109","Sub3_Checks_Balances",NA,"Singapore"
"16110","I106_transparency",NA,"Singapore"
"16111","I107_judicial_independence",5.6,"Singapore"
"16112","I108_challenging_regulations",4.6,"Singapore"
"16113","I09_press_freedom",51.4,"Singapore"
"16114","Sub4_Public_Sector",NA,"Singapore"
"16115","I110_gov_burden",5.5,"Singapore"
"16116","I111_settling_disputes",6.2,"Singapore"
"16117","I112_e_participation",0.97,"Singapore"
"16118","Sub5_Transparency",NA,"Singapore"
"16119","I113_corruption",85,"Singapore"
"16120","I114_property_rights",NA,"Singapore"
"16121","I114_property_rights",6.4,"Singapore"
"16122","I115_intellectual_property_protection",6.4,"Singapore"
"16123","I116_land_administration",28.5,"Singapore"
"16124","Sub6_Corporate_Governance",NA,"Singapore"
"16125","I117_auditing_accounting_standards",6.3,"Singapore"
"16126","I118_interest_conflict_regulation",9.3,"Singapore"
"16127","I119_shareholder_governance",6.7,"Singapore"
"16128","Sub7_Government_Orientation",NA,"Singapore"
"16129","I120_policy_stability",6.3,"Singapore"
"16130","I121_response_to_change",6.1,"Singapore"
"16131","I122_digital_business_laws",5.6,"Singapore"
"16132","I123_gov_long_term_vision",6.5,"Singapore"
"16133","I124_energy_regulations",74.6,"Singapore"
"16134","I125_renewable_energy",53.9,"Singapore"
"16135","I126_environment_treaties",18,"Singapore"
"16136","P2_infrastructure",NA,"Singapore"
"16137","Sub8_Transport_Infrastructure",NA,"Singapore"
"16138","I201_road_connectivity",NA,"Singapore"
"16139","I202_quality_of_roads",6.5,"Singapore"
"16140","I203_railroad_density",281.5,"Singapore"
"16141","I204_train_efficiency",5.8,"Singapore"
"16142","I205_airport_connectivity",352687.7,"Singapore"
"16143","I206_air_transport_efficiency",6.7,"Singapore"
"16144","I207_shipping_connectivity",133.9,"Singapore"
"16145","I208_seaport_efficiency",6.5,"Singapore"
"16146","Sub9_Utility_Infrastructure",NA,"Singapore"
"16147","I209_electricity_access",100,"Singapore"
"16148","I210_electricity_supply",1.9,"Singapore"
"16149","I211_unsafe_drinking_water",1.7,"Singapore"
"16150","I212_water_supply",6.8,"Singapore"
"16151","P3_ICT_adoption",NA,"Singapore"
"16152","I301_cellular_subscription",NA,"Singapore"
"16153","I302_mobile_broadband",NA,"Singapore"
"16154","I303_fixed_broadband",NA,"Singapore"
"16155","I304_fibre_internet",NA,"Singapore"
"16156","I305_internet_users",NA,"Singapore"
"16157","P4_macro_stability",NA,"Singapore"
"16158","I401_inflation",NA,"Singapore"
"16159","I402_debt_dynamic",NA,"Singapore"
"16160","P5_health",NA,"Singapore"
"16161","I501_healthy_life_expectancy",NA,"Singapore"
"16162","P6_skills",NA,"Singapore"
"16163","Sub10_Workforce",NA,"Singapore"
"16164","I601_years_of_schooling",NA,"Singapore"
"16165","Sub11_Workforce_Skills",NA,"Singapore"
"16166","I602_staff_training",NA,"Singapore"
"16167","I603_vocational_training",NA,"Singapore"
"16168","I604_graduates_skillset",NA,"Singapore"
"16169","I605_digital_skills",NA,"Singapore"
"16170","I606_skilled_employees",NA,"Singapore"
"16171","Sub12_Future_Workforce",NA,"Singapore"
"16172","I501_healthy_life_expectancy",NA,"Singapore"
"16173","Sub13_Future_Workforce_Skills",NA,"Singapore"
"16174","I608_critical_thinking",NA,"Singapore"
"16175","I609_pupil_teacher_ratio",NA,"Singapore"
"16176","P7_product_market",NA,"Singapore"
"16177","Sub14_Domestic_Competition",NA,"Singapore"
"16178","I701_distortive_taxes",NA,"Singapore"
"16179","I702_market_dominance",NA,"Singapore"
"16180","I703_competition_services",NA,"Singapore"
"16181","Sub15_Trade_Openess",NA,"Singapore"
"16182","I704_non_tariff_barriers",NA,"Singapore"
"16183","I705_trade_tariffs",NA,"Singapore"
"16184","I706_tariffs_complexity",NA,"Singapore"
"16185","I707_border_clearance",NA,"Singapore"
"16186","P8_labour_market",NA,"Singapore"
"16187","Sub16_Flexibility",NA,"Singapore"
"16188","I801_redundancy_costs",NA,"Singapore"
"16189","I802_hiring_firing_practices",NA,"Singapore"
"16190","I803_labour_employer_relations",NA,"Singapore"
"16191","I804_wage_flexibility",NA,"Singapore"
"16192","I805_labour_market_policies",NA,"Singapore"
"16193","I806_workers_rights",NA,"Singapore"
"16194","I807_foreign_labour_hiring",NA,"Singapore"
"16195","I808_internal_labour_mobility",NA,"Singapore"
"16196","Sub17_Meritocracy",NA,"Singapore"
"16197","I809_reliance_on_management",NA,"Singapore"
"16198","I810_pay_productivity",NA,"Singapore"
"16199","I811_gender_pay_gap",NA,"Singapore"
"16200","I812_labour_tax",NA,"Singapore"
"16201","P9_financial_system",NA,"Singapore"
"16202","Sub18_Depth",NA,"Singapore"
"16203","I901_credit_to_private_sector",126.5,"Singapore"
"16204","I902_financing_SME",5.2,"Singapore"
"16205","I903_venture_capital",4.8,"Singapore"
"16206","I904_market_capitalization",220.1,"Singapore"
"16207","I905_insurance_premium",6.3,"Singapore"
"16208","Sub19_Stability",NA,"Singapore"
"16209","I906_banks_soundness",6.5,"Singapore"
"16210","I907_non_performing_loans",1.4,"Singapore"
"16211","I908_credit_gap",2.1,"Singapore"
"16212","I909_regulatory_capital",16.5,"Singapore"
"16213","P10_market_size",NA,"Singapore"
"16214","I1001_GDP_PPP",503,"Singapore"
"16215","I1002_imports",154.3,"Singapore"
"16216","P11_dynamism",NA,"Singapore"
"16217","Sub20_Administrative_Requirements",NA,"Singapore"
"16218","I1101_starting_business_cost",0.4,"Singapore"
"16219","I1102_starting_business_time",1.5,"Singapore"
"16220","I1103_insolvency_recovery_rate",88.8,"Singapore"
"16221","I1104_insolvency_regulations",8.5,"Singapore"
"16222","Sub21_Entrepreneurial_Culture",NA,"Singapore"
"16223","I1105_risk_attitudes",4.5,"Singapore"
"16224","I1106_delegating_authority",5.3,"Singapore"
"16225","I1107_innovating_companies",5,"Singapore"
"16226","I1108_disruptive_ideas",4.6,"Singapore"
"16227","P12_innovation",NA,"Singapore"
"16228","Sub22_Diversity",NA,"Singapore"
"16229","I1201_workforce_diversity",5.8,"Singapore"
"16230","I1202_cluster_development",5.1,"Singapore"
"16231","I1203_international_inventions",26.31,"Singapore"
"16232","I1204_stakeholder_collaboration",5,"Singapore"
"16233","Sub23_Research_Development",NA,"Singapore"
"16234","I1205_scientific_publications",493.7,"Singapore"
"16235","I1206_patents",118.66,"Singapore"
"16236","I1207_RnD_expenditures",2.2,"Singapore"
"16237","I1208_research_institutions",0.11,"Singapore"
"16238","Sub24_Commercialization",NA,"Singapore"
"16239","I1209_buyer_sophistication",4.8,"Singapore"
"16240","I1210_trademarks",4821.95,"Singapore"
